"exerciseId","name","equipments","bodyParts","exerciseType","targetMuscles","secondaryMuscles","keywords","overview","instructions","exerciseTips","variations","relatedExerciseIds","source"
"niXpNFv","Bent Over Dumbbell Rows","[""Bench"", ""Dumbbell""]","[""Back""]","weight_reps","[""Lats""]","[]","[]","With dumbbells in hand, bend at the hip until hands hang just below the knees (similar to straight-legged-deadlift starting position). Keep upper body angle constant while contracting your lats to pull you ellbows back pinching the shoulder blades at the top. Try not to stand up with every rep, chec","[""With dumbbells in hand, bend at the hip until hands hang just below the knees (similar to straight-legged-deadlift starting position). Keep upper body angle constant while contracting your lats to pull you ellbows back pinching the shoulder blades at the top. Try not to stand up with every rep, check hands go below knees on every rep.""]","[]","[]","[]","wger"
"6GuX7sy","Biceps Curls With SZ-bar","[""SZ-Bar""]","[""Arms""]","weight_reps","[""Biceps""]","[""Brachialis""]","[]","Hold the SZ-bar shoulder-wide, the back is straight, the shoulders slightly back, the arms are streched. Bend the arms, bringing the weight up, with a fast movement. Without pausing, let down the bar with a slow and controlled movement. Don't allow your body to swing during the exercise, all work is","[""Hold the SZ-bar shoulder-wide, the back is straight, the shoulders slightly back, the arms are streched. Bend the arms, bringing the weight up, with a fast movement. Without pausing, let down the bar with a slow and controlled movement. Don't allow your body to swing during the exercise, all work is done by the biceps, which are the only mucles that should move (pay attention to the elbows).""]","[]","[]","[]","wger"
"hzSuQef","Bent-over Lateral Raises","[""Bench"", ""Dumbbell""]","[""Shoulders""]","weight_reps","[]","[]","[]","Sit on bench while holding weights. Bend forward as far as possible, with arms slightly bent at the elbow. Perform a lateral raise while maintaining the bend in your elbow.","[""Sit on bench while holding weights. Bend forward as far as possible, with arms slightly bent at the elbow. Perform a lateral raise while maintaining the bend in your elbow.""]","[]","[]","[]","wger"
"3FsKKHV","Benchpress Dumbbells","[""Bench"", ""Dumbbell""]","[""Chest""]","weight_reps","[""Chest""]","[""Shoulders"", ""Triceps""]","[]","The movement is very similar to benchpressing with a barbell, however, the weight is brought down to the chest at a lower point. Hold two dumbbells and lay down on a bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight","[""The movement is very similar to benchpressing with a barbell, however, the weight is brought down to the chest at a lower point. Hold two dumbbells and lay down on a bench. Hold the weights next to the chest, at the height of your nipples and press them up till the arms are stretched. Let the weight slowly and controlled down.""]","[]","[]","[]","wger"
"YFXnNED","Biceps Curls With Barbell","[""Barbell""]","[""Arms""]","weight_reps","[""Biceps""]","[""Brachialis""]","[]","Hold the Barbell shoulder-wide, the back is straight, the shoulders slightly back, the arms are streched. Bend the arms, bringing the weight up, with a fast movement. Without pausing, let down the bar with a slow and controlled movement. Don't allow your body to swing during the exercise, all work i","[""Hold the Barbell shoulder-wide, the back is straight, the shoulders slightly back, the arms are streched. Bend the arms, bringing the weight up, with a fast movement. Without pausing, let down the bar with a slow and controlled movement. Don't allow your body to swing during the exercise, all work is done by the biceps, which are the only mucles that should move (pay attention to the elbows).""]","[]","[]","[]","wger"
"Sf0ftuL","Bench Press","[""Barbell"", ""Bench""]","[""Chest""]","weight_reps","[""Chest""]","[""Shoulders"", ""Triceps""]","[]","Lay down on a bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the ba","[""Lay down on a bench, the bar should be directly above your eyes, the knees are somewhat angled and the feet are firmly on the floor. Concentrate, breath deeply and grab the bar more than shoulder wide. Bring it slowly down till it briefly touches your chest at the height of your nipples. Push the bar up. If you train with a high weight it is advisable to have a spotter that can help you up if you can't lift the weight on your own. With the width of the grip you can also control which part of the chest is trained more: wide grip: outer chest muscles narrow grip: inner chest muscles and triceps""]","[]","[]","[]","wger"
"o6GUT8g","Bench Press Narrow Grip","[""Barbell"", ""Bench""]","[""Arms""]","weight_reps","[""Triceps""]","[""Shoulders"", ""Chest""]","[]","Lay down on a bench, the bar is directly over your eyes, the knees form a slight angle and the feet are firmly on the ground. Hold the bar with a narrow grip (around 20cm.). Lead the weight slowly down till the arms are parallel to the floor (elbow: right angle), press then the bar up. When bringing","[""Lay down on a bench, the bar is directly over your eyes, the knees form a slight angle and the feet are firmly on the ground. Hold the bar with a narrow grip (around 20cm.). Lead the weight slowly down till the arms are parallel to the floor (elbow: right angle), press then the bar up. When bringing the bar down, don't let it down on your nipples as with the regular bench pressing, but somewhat lower.""]","[]","[]","[]","wger"
"M1ZeK33","Biceps Curl With Cable","[]","[""Arms""]","weight_reps","[""Biceps""]","[]","[]","Stand around 30 - 40cm away from the cable, the feet are firmly on the floor. Take the bar and lift the weight with a fast movements. Lower the weight as with the dumbbell curls slowly and controlled.","[""Stand around 30 - 40cm away from the cable, the feet are firmly on the floor. Take the bar and lift the weight with a fast movements. Lower the weight as with the dumbbell curls slowly and controlled.""]","[]","[]","[]","wger"
"zuGredR","One Arm Triceps Extensions on Cable","[]","[""Arms""]","weight_reps","[]","[]","[]","","[]","[]","[]","[]","wger"
"rS9VyZk","Single Leg Extension","[]","[""Legs""]","weight_reps","[""Quads""]","[]","[]","","[]","[]","[]","[]","wger"
"ha4fWf1","Bent High Pulls","[""Dumbbell""]","[""Shoulders""]","weight_reps","[""Trapezius""]","[]","[]","Bend over slightly while holding two dumbbells. Pull the dumbbells up to your chest, keeping your elbows as high as you can.","[""Bend over slightly while holding two dumbbells. Pull the dumbbells up to your chest, keeping your elbows as high as you can.""]","[]","[]","[]","wger"
"8KaBcHq","Forward shoulder rotation","[""none (bodyweight exercise)""]","[""Back""]","bodyweight","[]","[]","[]","Starting position: Sit or stand with your back straight. Steps: Place your hands on your shoulders. Repeatedly rotate both shoulder joints in a circular motion at a moderate pace.","[""Starting position: Sit or stand with your back straight. Steps: Place your hands on your shoulders. Repeatedly rotate both shoulder joints in a circular motion at a moderate pace.""]","[]","[]","[]","wger"
"Yu6YJ9t","Backward shoulder rotation","[""none (bodyweight exercise)""]","[""Back""]","bodyweight","[]","[]","[]","Starting position: Sit or stand with your back straight. Steps: Place your hands on your shoulders. Repeatedly rotate both shoulder joints in a circular motion at a moderate pace.","[""Starting position: Sit or stand with your back straight. Steps: Place your hands on your shoulders. Repeatedly rotate both shoulder joints in a circular motion at a moderate pace.""]","[]","[]","[]","wger"
"8PjZhJZ","Chin tuck","[""none (bodyweight exercise)""]","[""Back""]","bodyweight","[]","[]","[]","Starting position: Sit or stand with your back straight. Steps: Use fingers on your chin to slowly tuck your chin in, moving your head back to align it with your spine. Hold for 5 seconds. Go back to normal head position and repeat.","[""Starting position: Sit or stand with your back straight. Steps: Use fingers on your chin to slowly tuck your chin in, moving your head back to align it with your spine. Hold for 5 seconds. Go back to normal head position and repeat.""]","[]","[]","[]","wger"
"HyRILK0","Head turns","[""none (bodyweight exercise)""]","[""Shoulders""]","bodyweight","[]","[]","[]","Starting position: Sit or stand with your back straight and shoulders down. Steps: Sit or stand up straight, shoulders dropped. Turn your head to the side as far as possible. Stop when you hit a barrier and hold for 5 seconds. Return to center position and repeat, changing sides.","[""Starting position: Sit or stand with your back straight and shoulders down. Steps: Sit or stand up straight, shoulders dropped. Turn your head to the side as far as possible. Stop when you hit a barrier and hold for 5 seconds. Return to center position and repeat, changing sides.""]","[]","[]","[]","wger"
